eRetailer,online_store,category,brand,is_competitor,product_description,url,sku_url,sku,sku_id,retailer_product_code,latest_review_date,image_url,total,total_comments,last_month_total,last_total_comments,note,prod_attributes1,prod_attributes2,prod_attributes3,prod_attributes4,prod_attributes5,status
JINGDONG,JINGDONG,ORAL CARE,Oral B,0,欧乐B（Oral-B）强效美白防蛀清新3合1亮白牙膏 美白护龈去黄去渍清新口气75ml/支,https://item.jd.com/100278154622.html,,,,1.00E+11,12/20/2025,,2,1-100,1,1-100,,,,,,,
JINGDONG,JINGDONG,ORAL CARE,Usmile,1,笑容加刷头缓震基础清洁款-6支装替换头适配P10P20PRO牙刷头成人,https://item.jd.com/100292517784.html,,,,1.00E+11,12/21/2025,,15,1-100,6,1-100,,,,,,,
JINGDONG,JINGDONG,ORAL CARE,Usmile,1,笑容加刷头缓震基础清洁款-8支装替换头适配P10P20PRO牙刷头成人,https://item.jd.com/100291504582.html,,,,1.00E+11,12/16/2025,,9,1-100,4,1-100,,,,,,,
DOUYIN,DOUYIN,POWER BRUSH,Usmile,1,usmile笑容加电动牙刷成人男女情侣款礼物智能电刷Y30Pro,https://haohuo.jinritemai.com/views/product/detail?id=3787325154879733920,https://item.jd.com/100271674140.html,,,3.79E+18,12/13/2025,,1,1-100,1,1-100,Power Brush,Yx,Mid,Y30 PRO,Adults,Y30PRO,
JINGDONG,JINGDONG,POWER BRUSH,Oral B,0,欧乐B成人电动牙刷iO7系智能可视磁波刷 白色刷头*7深度清洁牙龈呵护送生日礼物（新老包装随机）,https://item.jd.com/100220217357.html,,,,1.00E+11,12/17/2025,,7,1-100,5,1-100,,,,,,,
DOUYIN,DOUYIN,ORAL CARE,Usmile,1,【双十一特批】usmile笑容加青少年美白清新口气香水含氟防蛀牙膏,https://haohuo.jinritemai.com/views/product/detail?id=3777846080411140201,https://item.jd.com/100090650949.html,,,3.78E+18,12/15/2025,,90,1-100,17,1-100,,,,,,,
DOUYIN,DOUYIN,ORAL CARE,Usmile,1,usmile笑容加儿童防蛀牙膏氟钙双护12小时长效防蛀固齿换牙期zb,https://haohuo.jinritemai.com/views/product/detail?id=3780888633146474794,https://item.jd.com/100114660585.html,,,3.78E+18,11/12/2025,,15,1-100,6,1-100,,,,,,,
DOUYIN,DOUYIN,ORAL CARE,Usmile,1,usmile笑容加吸色亮白牙膏清新口气亮白冰川泥含氟 zb,https://haohuo.jinritemai.com/views/product/detail?id=3780889685539291565,https://item.jd.com/100200735485.html,,,3.78E+18,10/29/2025,,24,1-100,8,1-100,,,,,,,
DOUYIN,DOUYIN,ORAL CARE,Usmile,1,usmile笑容加专效护龈抑菌清洁漱口水温和清新瓶装家用三支装zb,https://haohuo.jinritemai.com/views/product/detail?id=3701853787577778363,https://item.jd.com/100206883699.html,,,3.70E+18,12/12/2025,,16,1-100,2,1-100,,,,,,,
DOUYIN,DOUYIN,ORAL CARE,Usmile,1,usmile笑容加双线牙线棒家用便携式超细滑一次性牙线薄荷味推荐sc,https://haohuo.jinritemai.com/views/product/detail?id=3615372875286114210,https://item.jd.com/100207977935.html,,,3.62E+18,12/16/2025,,476,101-500,27,1-100,,,,,,,
DOUYIN,DOUYIN,ORAL CARE,Usmile,1,【牙齿素颜霜】usmile笑容加无损美白牙膏修护洁白去黄清新不伤牙,https://haohuo.jinritemai.com/views/product/detail?id=3693311007238783102,https://item.jd.com/100208651081.html,,,3.69E+18,12/16/2025,,1641,1001-5000,12,1-100,,,,,,,
DOUYIN,DOUYIN,ORAL CARE,Usmile,1,【一支三用】usmile笑容加双线牙线棒家庭装口腔清新抗龋便携式zb,https://haohuo.jinritemai.com/views/product/detail?id=3678272673407959420,https://item.jd.com/100215833661.html,,,3.68E+18,12/15/2025,,139,101-500,1,1-100,,,,,,,
DOUYIN,DOUYIN,ORAL CARE,Usmile,1,usmile笑容加卓效牙膏美白清新口气含氟4支装zb,https://haohuo.jinritemai.com/views/product/detail?id=3685639749206409342,https://item.jd.com/100262210426.html,,,3.69E+18,12/16/2025,,262,101-500,3,1-100,,,,,,,
DOUYIN,DOUYIN,ORAL CARE,Usmile,1,usmile笑容加双线牙线棒超细家庭装清新口腔清洁便携牙线棒,https://haohuo.jinritemai.com/views/product/detail?id=3638177165742321269,https://item.jd.com/100274649296.html,,,3.64E+18,12/14/2025,,60,1-100,1,1-100,,,,,,,
DOUYIN,DOUYIN,ORAL CARE,Usmile,1,【牙齿素颜霜】usmile笑容加卓效无损美白牙膏修护去黄不伤牙100gzb,https://haohuo.jinritemai.com/views/product/detail?id=3694794164890894700,https://item.jd.com/100277296332.html,,,3.69E+18,12/16/2025,,164,101-500,9,1-100,,,,,,,
DOUYIN,DOUYIN,ORAL CARE,Usmile,1,【官旗正品】usmile笑容加焕白清新牙膏清新口气亮白含氟香水牙膏,https://haohuo.jinritemai.com/views/product/detail?id=3697890928485335154,https://item.jd.com/100284251978.html,,,3.70E+18,12/16/2025,,8782,5001-10000,1602,1001-2000,,,,,,,
DOUYIN,DOUYIN,ORAL CARE,Usmile,1,【重磅新品】usmile笑容加焕白清新口气牙膏亮白去渍锁白含氟tzb,https://haohuo.jinritemai.com/views/product/detail?id=3734859034885489490,https://item.jd.com/100284252036.html,,,3.73E+18,11/6/2025,,111,101-500,1,1-100,,,,,,,
DOUYIN,DOUYIN,ORAL CARE,Usmile,1,【金靖同款】usmile笑容加焕白清新牙膏香水爆珠清新口气去黄亮白氟,https://haohuo.jinritemai.com/views/product/detail?id=3735385221940510772,https://item.jd.com/10166818293843.html,,,3.74E+18,12/18/2025,,3520,1001-5000,662,501-1000,,,,,,,
DOUYIN,DOUYIN,ORAL CARE,Usmile,1,【亲嘴神器】usmile笑容加焕白清新口气牙膏亮白去渍锁白含氟牙膏sc,https://haohuo.jinritemai.com/views/product/detail?id=3743947175055458491,https://item.jd.com/10182353903678.html,,,3.74E+18,12/16/2025,,31,1-100,3,1-100,,,,,,,
DOUYIN,DOUYIN,ORAL CARE,Usmile,1,usmile笑容加双线清新牙线100支*袋体验装【达人专享】zb,https://haohuo.jinritemai.com/views/product/detail?id=3685480534735192347,https://item.jd.com/10184631871051.html,,,3.69E+18,12/9/2025,,183,101-500,3,1-100,,,,,,,
